ref_piid,total_obligated,action_count,exact_distinct_ref_piid_all_years
GS35F4660G,550730297.57,1521,1430550
GS00F010CA,550182385.45,1206,1430550
HS002123D0002,549108743.46,15,1430550
47QTCK18D0044,548930224.79,339,1430550
HSTS0306DCIO500,548766024.98,783,1430550
GS00F354CA,548503243.17,652,1430550
GS00Q14OADS737,548269365.72,201,1430550
80JSC022DA022,547434907.00,57,1430550
GS23F8182H,547087049.29,1739,1430550
FA807518D0008,546640867.70,591,1430550
TIRNO06D00026,546384911.13,977,1430550
SPE3S117DZ112,545523646.77,214,1430550
W15QKN19D0065,545220733.97,50,1430550
HQ014718D0003,544632862.49,240,1430550
W15QKN13D0099,544291203.54,338,1430550
HT001119D0002,544107341.27,282,1430550
GS00Q14OADS133,543620874.13,625,1430550
70FB7020D00000013,543407710.52,8,1430550
N6600119A0010,543271829.71,426,1430550
GS00Q14OADS329,543112771.55,414,1430550
HHSM500200700017I,541764959.22,30,1430550
W15P7T10DD415,541330372.69,743,1430550
SPE2DE21D0053,541202508.00,37,1430550
SPE60223D0468,540915240.62,99,1430550
F1962885C0053,540818000.00,27,1430550
N0025319D0004,540638680.59,529,1430550
M6785422D2090,540487900.00,59,1430550
GS23F0063J,540357473.41,169,1430550
693KA923D00005,540158155.89,194,1430550
GS35F0779J,539518382.20,3500,1430550
FA852716D0050,538949963.11,63,1430550
SPE2DX15D6028,538746237.72,57029,1430550
36C79119D0007,538446967.35,50,1430550
HS002123D0001,538321151.80,15,1430550
N0018918DZ013,538293215.67,513,1430550
HHSN316201200044W,537346232.81,347,1430550
SAQMPD05D1100,537339291.70,122,1430550
NNG07DA16B,537332243.11,2979,1430550
GS00T99ALD0207,537224905.15,396,1430550
N0003080C0080,537217000.00,18,1430550
DAAH0184CA041,537099000.00,31,1430550
SPM30012D3579,536660222.69,6050,1430550
GS35F4097G,535894113.26,1431,1430550
HT940220D0002,535540995.61,53,1430550
NNG07DA23B,535408691.50,1486,1430550
W15P7T10DD414,535199330.73,202,1430550
W31P4Q25D0003,535119893.00,11,1430550
TIRNO11D00027,534802300.24,623,1430550
F3365779C0416,534593000.00,82,1430550
GS35F0344L,533757633.74,322,1430550
36C10X22D0006,533668743.70,19,1430550
N0001912G0006,532759463.47,639,1430550
N0002402D6604,532744828.68,1253,1430550
SPE60222D0480,532569624.73,78,1430550
NNG15SD09B,532044393.91,3437,1430550
47QTCA22D004D,532038655.86,47,1430550
FA873213D0012,531780797.76,2329,1430550
W9124Q05D0821,531361959.96,79,1430550
VA791P0069,531159286.42,138,1430550
HC102819A0001,530431348.92,1226,1430550
N0001922D0004,530345531.94,25,1430550
DTFAWA15D00030,530188792.64,1095,1430550
47QTCA18D0081,529717807.47,2551,1430550
HSCEDM14D00002,529376529.40,123,1430550
HTC71116DW002,529024946.09,60,1430550
GS35F4415G,528536172.20,1819,1430550
89303020DLM000001,528318792.45,248,1430550
F1962882C0003,528082000.00,60,1430550
HHSM500201600016I,527937288.53,26,1430550
DJPPRGSF281SB,527915270.00,32,1430550
HQ014712D0004,527687053.57,760,1430550
FA890317D0039,527570678.31,162,1430550
HT005018D0019,527552586.99,2066,1430550
W52P1J18DA075,527357380.54,282,1430550
V797P99PP0001,526967000.00,10,1430550
W564KV19D0002,526924833.05,178,1430550
SPRPA117GC101,525636357.09,17186,1430550
47QTCH18D0028,525616122.79,373,1430550
VA11916D0004,525211355.21,36,1430550
HHSM500201400034I,524938470.70,315,1430550
FA810618D0002,524873835.96,1264,1430550
W56HZV22DER04,524667941.39,87,1430550
FA861408D2080,524449792.02,425,1430550
GS00P14BSD1055,523771512.90,774,1430550
SPE2DX22D0059,523116635.12,5426,1430550
GS23F0230P,522475838.05,448,1430550
FA877104D0008,522367800.66,1870,1430550
F0470183C0032,521905000.00,175,1430550
W91WAW11D0031,521882996.27,333,1430550
GS35F4987H,521839491.98,1016,1430550
FA872107D0015,521511560.04,1788,1430550
GS00Q09BGD0034,521025914.04,387,1430550
1202SC24T2500,520750993.78,180,1430550
SPM20005D2206,520631250.90,21382,1430550
DAAB0785CE032,520511000.00,22,1430550
N0042114D0025,520290759.16,70,1430550
F0162091D0003,519693068.00,2160,1430550
VA11816D1019,519460451.91,190,1430550
W91CRB24D0002,519324627.72,12,1430550
GS23F0279K,518856140.33,165,1430550
AIDGHNI000900013,518681831.07,38,1430550
SPE2DX22D0030,518585120.30,8375,1430550
SPE60220D0489,518251364.58,951,1430550
HHSN316201200160W,518135703.96,282,1430550
DCA20002D5000,518042286.07,726,1430550
GS24F0066M,517992163.56,10037,1430550
GS35F4321D,517709016.44,5689,1430550
W15P7T19D0174,517430024.58,118,1430550
N6600119D0019,517303386.32,320,1430550
N6523618D8014,517071938.25,645,1430550
GS35F4565G,517064058.78,6921,1430550
HSBP1013D00021,516706595.60,68,1430550
N0001922G0006,516528299.96,104,1430550
GS23F9814H,516374173.77,843,1430550
W91QUZ07D0006,516044375.93,8108,1430550
VA11811D1004,514945682.36,342,1430550
HHSO100201200004I,514464116.86,53,1430550
V797D30203,514049597.20,1263,1430550
GS23F0064K,513749149.87,384,1430550
70B01C23D00000012,513711319.37,23,1430550
W31P4Q20D0032,513664627.69,290,1430550
GS25F0037S,512843658.34,108,1430550
SPE3S117DZ113,512829592.13,153,1430550
75N95018D00012,512617456.82,1095,1430550
70B01C26D00000004,512334000.00,1,1430550
M6700419D0001,512096438.68,396,1430550
HT005018D0032,511861831.48,2866,1430550
W15QKN23D0009,510569729.70,26,1430550
47QFCA22D0344,510477654.00,26,1430550
DAAH0187C0607,509537000.00,10,1430550
GS10F0047J,509521746.79,108,1430550
GS35F0371N,509369972.47,657,1430550
GS35F4315D,508282695.08,2521,1430550
SPE60225D0471,507891179.09,626,1430550
TMG5023,507853000.00,218,1430550
GS35F4775G,507147957.74,1514,1430550
GS10F0226K,507071063.70,1726,1430550
GS07T00BGD0028,506851562.33,785,1430550
FA807518D0014,506841869.66,460,1430550
N0002484C7004,506305000.00,16,1430550
N6247017D4012,505810859.83,360,1430550
GS10F0133S,505749517.68,419,1430550
N0038323DSU01,504255583.57,18,1430550
SPE60518D9512,503878661.21,79,1430550
GS00Q14OADU119,503715818.04,526,1430550
HTC71119DW014,503713181.40,64,1430550
FA830717D0017,503657445.43,245,1430550
47QMCA23D000A,503479619.73,6547,1430550
NNG15SD80B,503138909.58,1709,1430550
GS07F5934R,501998355.07,12902,1430550
GS23F9734H,501959466.13,4857,1430550
692M1519D00007,501926922.50,1066,1430550
75N99019D00016,501544105.82,138,1430550
36W79723D0001,501045370.80,395,1430550
HT005018D0029,499883740.30,3030,1430550
SPM20005D3103,499834978.29,13804,1430550
N0017805D4231,499177226.02,727,1430550
W91QUZ06D0004,498846340.70,7322,1430550
N0014095DF021,498114654.39,836,1430550
DTFACT17D00007,498091304.49,972,1430550
GS07F0210J,497995427.30,589,1430550
70RDA225D00000005,497901214.99,23,1430550
47QMCA20D0007,497829626.86,10147,1430550
FA810517D0002,497661188.58,1330,1430550
FA823222D0004,496558010.27,332,1430550
GS00Q14OADS609,496522118.93,309,1430550
GS07F0279M,496466212.03,763,1430550
N0001985C0109,496157000.00,32,1430550
36C10X22D0008,496131180.05,19,1430550
263010046,495556104.74,585,1430550
GS29F0177G,495485779.16,10579,1430550
N0002483C6126,495465000.00,5,1430550
DTFA0196C03008,494970121.77,757,1430550
47QTCA21A0003,494532352.95,220,1430550
2031JG21D00020,494271554.40,34,1430550
GS00T99NSC0003,494065000.00,1,1430550
FA862506D6453,493833811.60,334,1430550
FA807514D0020,493668302.87,640,1430550
N6945021D0060,493508363.48,43,1430550
HC104705D4000,493382874.16,1125,1430550
F3365786C2000,493070000.00,17,1430550
N0001914G0004,492815022.90,528,1430550
47QMCA20D004B,492808060.72,10930,1430550
DCA20091D0027,492612860.00,1323,1430550
N0003987C0330,492421000.00,65,1430550
FA805120D0004,491824899.74,34,1430550
DAAH0182CA132,491562000.00,15,1430550
N6893619D0007,491251780.71,840,1430550
SPE4AX20DR001,491182001.79,2694,1430550
NNG15SC70B,490600053.47,2650,1430550
FA854020D0001,490222900.47,168,1430550
HC102815D0007,490149678.96,202,1430550
F0470485C0064,490076000.00,62,1430550
47QFCA22D0383,489513376.94,42,1430550
SPE8EJ21D1026,489329275.93,175,1430550
V797P99PPV001,489233997.16,57,1430550
N0017805D4364,488971496.28,314,1430550
M6785407D5031,488957280.48,549,1430550
TMK0202,488609618.46,138,1430550
NNG15SC91B,488425558.13,753,1430550
GS35F0926R,488314201.42,414,1430550
F1963086D0002,487778000.00,4480,1430550
GS35F5086H,487227078.00,6317,1430550
W58RGZ06G0003,487072491.24,7134,1430550
F3365795D2026,487068380.00,197,1430550
N0002485C2036,487062000.00,54,1430550
GS35F5014H,486634469.28,3527,1430550
FA850416D0001,486601885.48,516,1430550
SPE4AX20D9445,486315525.93,29,1430550
W52P1J19D0047,486029768.94,115,1430550
HHSM500201600011B,485805066.88,162,1430550
W52P1J11D0013,484600681.08,125,1430550
V797P4530A,484530184.24,2691,1430550
N0001985C0004,484484000.00,30,1430550
N0001983C0008,484299000.00,69,1430550
GS06F0617Z,483848024.35,504,1430550
HSHQDC12D00015,483331980.08,1862,1430550
DAAA0986Z0003,482648000.00,97,1430550
FA810616D0004,482534244.83,1194,1430550
GS00T99ALD0209,481994627.11,366,1430550
N0002484C2064,481755000.00,144,1430550
19AQMM21D0011,481669267.62,80,1430550
F1162683C0064,481297000.00,8,1430550
F0863702D6999,480983341.00,669,1430550
W91CRB15D0018,480084375.88,203,1430550
19AQMM18D0080,479967764.17,116,1430550
91003123D0003,479932737.04,90,1430550
W56HZV18D0084,479710419.67,46,1430550
N0003915D0008,479690093.81,349,1430550
70RTAC24A00000001,479391147.07,208,1430550
47QFCA22D0357,479288489.59,72,1430550
FA873213D0017,479282981.90,1765,1430550
FA865621DA014,479049916.09,47,1430550
91003123D0004,479009858.42,101,1430550
F3460185G0050,478657000.00,310,1430550
500010050,478310035.60,58,1430550
SPRPA113G001X,477368932.36,10852,1430550
NNG07DA22B,477276376.72,7178,1430550
80ARC018D0010,477263345.52,400,1430550
N0002498D5202,477076022.59,1943,1430550
SPE2DX15D2205,476944482.31,52614,1430550
70CDCR20D00000008,476182025.99,128,1430550
DEEM0001131,475500242.52,162,1430550
W91QUZ06A0002,475114069.02,1106,1430550
FA861624DB001,474974290.43,101,1430550
W52P1J12G0061,474628229.88,226,1430550
N0018921DZ024,474118486.38,307,1430550
GS00T99NRD2002,474103919.57,5869,1430550
N0017804D4077,474050906.72,1573,1430550
FA872318D0003,473781798.80,234,1430550
W31P4Q22D0022,473585664.74,128,1430550
F1963088D0005,473571077.00,3048,1430550
W15P7T06DE407,473421335.34,507,1430550
FA821421D0003,473252655.63,41,1430550
F3365799D2050,473014060.78,484,1430550
N0001982C0025,472958000.00,112,1430550
SPE4A515D0018,472433371.34,205765,1430550
W15P7T04DA003,472315124.98,81,1430550
GS00F243CA,472283731.27,356,1430550
GS11T08BJD6001,472098656.57,765,1430550
47QTCK18D0053,472038128.80,179,1430550
HHSM500201600080I,471950879.16,61,1430550
W91QUZ07D0008,471566214.93,2716,1430550
HHSN316201200013W,469944402.15,535,1430550
FA812119D0005,469796059.76,724,1430550
SP060007D0483,469753714.56,3,1430550
HC102818D0041,469718043.75,48,1430550
NNG10AZ10B,469515560.31,157,1430550
36C10A20D0004,469434323.44,294,1430550
DTFAWA10D00003,468532041.32,546,1430550
FA810714D0002,468400198.40,656,1430550
GS00K94ALD0001,468400111.00,16068,1430550
W912EK22D0004,468133133.50,50,1430550
F3365783C0043,467614000.00,52,1430550
N0001985C0477,467517000.00,9,1430550
FA868217D0002,467357317.97,585,1430550
N0001923G0002,467018140.06,106,1430550
15M40018DA3500001,466823713.46,87,1430550
FA862018D3014,466527097.57,261,1430550
W91QUZ06D0013,466485020.70,446,1430550
SPE4AX12D9400,466324728.50,2906,1430550
SPE60221D0481,466182225.11,37,1430550
SAQMPD05C1103,465794889.36,458,1430550
W52P1J16D0013,465599784.10,2217,1430550
FA805517A1101,465593696.21,3633,1430550
N0002416D4407,465538026.16,434,1430550
FA460021D0001,465271385.74,877,1430550
SP070098D4000,465095304.83,466,1430550
OPM020700025,464760020.42,3616,1430550
GS00Q14OADU516,463816375.52,200,1430550
HHSM500201600015I,463802649.95,22,1430550
HTC71109D5004,463736338.07,719,1430550
N0003925D2002,463205158.00,11,1430550
FA821116D0001,462952216.40,190,1430550
W56HZV10G0003,462660379.39,128,1430550
SPE30022DA000,462606077.94,25064,1430550
HSHQDC11A00040,462547084.69,446,1430550
DLA60070D1050,462440000.00,8,1430550
GS00F0003W,461955638.79,782,1430550
F3365785C0086,461817000.00,8,1430550
N0002412D6404,461803072.21,1635,1430550
NNG15SD41B,461591425.85,1499,1430550
47QTCA22A0004,461259221.35,125,1430550
AIDOAAI1400006,460656215.44,118,1430550
FA489018D0002,460487723.90,222,1430550
NNA10DF16B,460410428.65,376,1430550
GS35F4649G,460095228.66,490,1430550
DAAJ0987CA009,460087000.00,25,1430550
HC102817A0001,459954192.11,463,1430550
W15QKN1891008,459875837.60,30,1430550
SPE60223D0471,459716408.29,814,1430550
N0001996D0159,459716188.00,966,1430550
N0002483D7038,459243000.00,320,1430550
DLA60082D0453,459241000.00,4,1430550
N6893997D0040,459163950.41,676,1430550
DAHC2681C0013,458876000.00,331,1430550
19AQMM18D0086,458862483.37,109,1430550
FA850919D0001,458788668.01,127,1430550
AIDOAAI1500040,458196097.57,157,1430550
FA807518D0009,457796522.99,705,1430550
F3365780C0333,457732000.00,37,1430550
HHSN316201500034W,457547477.34,2509,1430550
F0162094D0002,457133047.00,720,1430550
SPE2DE21D0049,456853646.40,514,1430550
N0002419D4310,456133240.13,451,1430550
SPE60221D0491,455876546.50,232,1430550
N0001916D1002,455469247.30,76,1430550
N0017805D4663,455299121.74,1042,1430550
70RTAC21A00000001,454869623.83,359,1430550
W31P4Q07A0015,454723144.70,527,1430550
HHSM500201600083I,454664072.80,62,1430550
FA850422D0001,454570519.59,106,1430550
GS35F0001L,454197462.91,999,1430550
70RTAC21D00000001,453868401.67,969,1430550
GS23F0058K,453438189.31,2108,1430550
GS00Q14OADU143,453253996.26,432,1430550
GS35F518GA,453238330.34,223,1430550
36C10X22D0005,453022420.25,18,1430550
SPM20005D0934,452960741.02,13070,1430550
FA810817D0012,452815078.86,171,1430550
W56HZV19D0046,452578298.15,472,1430550
GS35F0889N,452541136.28,2064,1430550
HSHQDC15D00015,452490189.40,1201,1430550
SPE4A115G0006,452075455.44,3199,1430550
N6274217D3600,452014429.00,918,1430550
36C79121D0007,451806544.34,47,1430550
HQ085622D0002,451515139.63,133,1430550
FA862006G4041,450977061.86,149,1430550
1332KP21DNEEB0011,450632618.73,189,1430550
HHSN316201200167W,450542991.93,97,1430550
N6927200D3170,450238133.43,872,1430550
SPM20005D1022,450170851.32,14146,1430550
NNG15SC74B,450105407.32,616,1430550
HHSM500201300011I,450054964.77,88,1430550
GS35F4483G,449613132.03,2063,1430550
N0017805D4395,449553917.73,703,1430550
AID650I000600010,449350986.05,93,1430550
GS23F0030U,448824480.98,109,1430550
DACA9381C0010,448609000.00,17,1430550
HHSN316201600006W,448474951.19,98,1430550
FA862113D6318,447774617.53,334,1430550
GS23F0005K,447036440.55,1057,1430550
W31P4Q05A0024,446873253.61,1192,1430550
GS35F5497H,446709320.91,351,1430550
SPM4AX12D9401,446683057.66,103,1430550
SOPRAQ98C0051,446536389.81,273,1430550
GS06F0656Z,445272338.91,414,1430550
DLA60082D0575,444502000.00,2,1430550
W9126G19D0021,444500040.99,38,1430550
M6785420G0032,444442395.69,167,1430550
W900KK19D0004,444400616.55,224,1430550
GS23F0158L,444347976.19,175,1430550
GS10F0097L,444341134.25,1187,1430550
SPM8EJ14D0004,444306211.02,1989,1430550
36C10X22D0009,444132326.77,20,1430550
FA890306D8513,443792181.75,228,1430550
HTC71119DW025,443513773.23,60,1430550
GS23F0286K,443494127.99,340,1430550
FA701419DA005,443406918.70,211,1430550
GS35F4317D,443002515.27,5358,1430550
SPE4AX20D9001,442637824.72,15,1430550
SPM20005D2205,442459953.38,19639,1430550
36C79121D0006,442241242.70,48,1430550
W15QKN23D0029,441445899.56,582,1430550
N0038317GA301,440822118.12,1966,1430550
HSFE6015D0003,440418073.28,506,1430550
HSFE6015D0005,440250841.99,585,1430550
N0017804D4127,440152965.76,1961,1430550
HSHQDC16D00009,440118361.98,264,1430550
FA890317D0040,440035355.93,142,1430550
N6247321D1215,440007133.71,108,1430550
GS00Q14OADU138,439851622.19,531,1430550
V797P1060,439634194.33,75321,1430550
SPRPA115G001Y,439411843.19,17581,1430550
GS00Q12NRD4006,439370558.88,203,1430550
GS23F0122J,438803463.46,830,1430550
H9222217D0021,438726252.48,210,1430550
2031JG19D00020,438337579.38,97,1430550
HHSN316201200028W,438219641.10,420,1430550
W15QKN24D0052,438110644.10,3,1430550
GS00Q14OADU422,437979466.07,66,1430550
FXXXXX90GXXXX,437737000.00,281,1430550
NNG15SC89B,437690253.55,3787,1430550
GS00F263CA,437434029.74,129,1430550
FA805120D0002,437120345.19,115,1430550
GS35F0553P,437085284.64,4964,1430550
W56HZV24D0031,437032578.00,18,1430550
AIDDOTI000300004,436913394.97,74,1430550
GS10F0466N,436864929.27,1375,1430550
HHSF223200850014I,436776323.46,54,1430550
W56HZV21D0017,436623952.59,145,1430550
FA877104D0006,436134601.27,1074,1430550
HSHQDC09A00032,435926159.06,1371,1430550
DAMT0103D0124,435400423.00,27,1430550
N4425595D6130,435386397.24,2098,1430550
DJJ07C1521,435340621.56,2238,1430550
AIDDOTI000800033,435085091.52,104,1430550
VA11916D0006,434963460.02,377,1430550
SPM30011D3468,434829120.35,663,1430550
FA857522D0001,434491116.13,16,1430550
TIRNO11D00041,434418406.32,357,1430550
W15P7T12DE005,434174870.96,335,1430550
H9400304D0004,433561246.38,862,1430550
SPE60221D0457,433465043.74,61,1430550
DCA20097D0048,433188016.82,644,1430550
FA872318D0001,432827083.76,410,1430550
N0003911D0033,432494876.55,2591,1430550
N0038306G006F,432348277.67,4899,1430550
HQ085224D0003,432331608.47,88,1430550
N0018918DZ014,432180227.34,256,1430550
SPE60221D0475,432147637.18,76,1430550
GS35F0009U,432084369.50,1808,1430550
NNG15SD91B,432010344.46,1654,1430550
FA881819D0002,431839467.40,161,1430550
GS00Q14OADU322,431792975.96,458,1430550
N0001906D0017,431739503.85,719,1430550
FA862111D6261,431668629.86,156,1430550
W91QVN18D0008,431630114.64,609,1430550
GS07F0352K,431276936.75,858,1430550
SPE60224D0477,430647784.35,199,1430550
SPM20005D1205,430102610.81,19415,1430550
N6247321D1211,430068864.25,147,1430550
SPM30011D3502,429886606.95,3844,1430550
F0460698D0002,429828377.06,485,1430550
70RTAC19A00000009,429639783.56,319,1430550
W56KGY17D0006,429312546.01,237,1430550
GS00F0004T,429309523.73,489,1430550
FA489020D0002,429004087.16,109,1430550
W58RGZ20D0005,428954674.37,169,1430550
TIRNO11D00023,428867247.73,474,1430550
N0017804D4083,428752866.85,3404,1430550
FA862115D6263,428723018.31,73,1430550
GS30FGA005,428600262.18,10477,1430550
N0001982C0501,428439000.00,34,1430550
W15QKN18D0083,428337644.99,38,1430550
W15QKN13D0028,428278191.07,3296,1430550
VA11916D0002,428053670.09,29,1430550
N0017804D4027,427615195.67,1591,1430550
2031JG20D00007,427202817.60,141,1430550
GS00Q14OADU304,427137595.94,114,1430550
SPE60220D0461,426986686.32,507,1430550
SPM74001D9711,426603338.80,15210,1430550
N0001913D0007,426425821.71,585,1430550
W91QUZ06D0019,426313887.92,648,1430550
HSFE8013D0070,426152187.95,318,1430550
GS10F0328N,426074782.00,246,1430550
N0060409D0001,425802378.48,2627,1430550
HSHQDC06D00023,425685763.99,177,1430550
W52P1J09D0027,425512645.18,355,1430550
GS00F031DA,425238767.04,758,1430550
W911W408D0002,424757495.18,35,1430550
15JPSS20D00000453,424484065.81,138,1430550
HSFEHQ12D0879,424304076.04,481,1430550
FA810817D0003,424220258.70,461,1430550
FA810709D0001,424200911.24,572,1430550
HSFEHQ05D0572,424018113.34,62,1430550
FA873021D0001,423960977.73,299,1430550
FA820317D1226,423853295.98,29,1430550
FA821311D0007,423851993.00,62,1430550
W52P1J16D0055,423703333.94,55,1430550
SPE60218D0482,423085095.46,111,1430550
FA821421D0002,423030787.87,226,1430550
W15P7T23D0003,422123261.05,444,1430550
HTC71111DC001,422109496.26,551,1430550
W52P1J19D0074,421872251.39,102,1430550
W912DY20D0032,421353285.11,333,1430550
N0002485C5301,421310000.00,23,1430550
15M20018DA3200009,421254158.95,847,1430550
N652361890001,421087734.29,671,1430550
SPE60221D0474,420889680.21,76,1430550
GS00T07NSD0041,420852194.32,33700,1430550
SPE3S122DZ147,420849191.99,47,1430550
F0470483C0023,420800000.00,28,1430550
47QFLA19D0006,420502004.69,765,1430550
SP060012D1005,420464809.51,3,1430550
W911QY18D0210,420065310.38,120,1430550
SAQMPD06C1072,419479390.27,3821,1430550
GS35F0073U,419401786.02,298,1430550
FA872622A0001,419203055.20,74,1430550
36C10G24D0048,419157789.50,90,1430550
GS35F5403H,419135121.00,446,1430550
HTC71113DCC02,419014752.59,664,1430550
N0001905G0008,418852841.72,509,1430550
W91CRB22D0008,418776892.27,21,1430550
GS30FHA005,418641389.00,9291,1430550
HTC71107D0032,418522937.86,54,1430550
47QRAD20D8141,418047279.06,477,1430550
VA797N15C0003,417942183.62,306,1430550
DACA9380C0007,417898000.00,26,1430550
SPE4AX18D9444,417334113.07,7629,1430550
SPE2D117D0022,416548360.99,1740,1430550
GS35F4674H,416154548.71,1545,1430550
SPE3S117DZ114,416066428.95,98,1430550
FA527017D0007,415830066.95,526,1430550
GS30FDA004,415710280.91,9582,1430550
GS35F4389G,415347288.92,5276,1430550
W15P7T10DD416,415172777.74,432,1430550
NNG15SC51B,415030240.29,642,1430550
GS00Q09BGD0005,414974216.71,290,1430550
F0960301D0207,414799984.68,1043,1430550
N0017804D4067,414599436.81,1194,1430550
W9113M17D0007,414546024.59,236,1430550
FA877110A0601,414454387.31,2864,1430550
W912DY15D0034,414268977.55,363,1430550
W91CRB14D0011,414242309.00,133,1430550
N0003284C4485,414131000.00,36,1430550
HT940215D0001,414063007.42,112,1430550
N0002483C6254,413883000.00,37,1430550
F1963080D0001,413565548.00,1524,1430550
FA920012D0085,413551907.80,2629,1430550
GS23F7107H,413454253.01,876,1430550
GS30FBA008,413395413.04,9960,1430550
HSCG2306DARB001,413201979.94,351,1430550
SPE60222D0489,412795645.64,153,1430550
GS00Q14OADS315,412637107.70,660,1430550
GS00F057CA,412560140.72,360,1430550
HSFEHQ05D0573,411704995.46,210,1430550
NNG15SC90B,411549293.22,1878,1430550
HC102808D2025,411482508.63,748,1430550
19AQMM21D0008,411471826.93,62,1430550
N0024418D0001,411440954.41,7359,1430550
AIDOAAI1500002,411154290.00,50,1430550
GS35F1125D,411150447.43,1841,1430550
36C10X22D0011,411052589.69,19,1430550
HT005018D0035,410966261.81,1604,1430550
N0001984C0379,410635000.00,19,1430550
W31P4Q16A0003,410417935.18,520,1430550
GS00Q12NSD0002,410097815.46,770,1430550
N0038312G001M,410071838.30,2408,1430550
W15P7T06DL216,410060451.67,463,1430550
W15P7T15D0016,409999221.97,111,1430550
DASG6002D0009,409367561.42,1223,1430550
N0001981C0497,409266000.00,22,1430550
NNG15SC83B,409197481.04,1195,1430550
N0017804D4065,408965663.46,1412,1430550
SPE8EJ21D1023,408899395.17,185,1430550
80HQTR19D0005,408503920.40,56,1430550
FA850517D0005,408371319.94,45,1430550
SP060002D0485,408355114.00,1,1430550
GS00Q14OADS103,408078528.08,387,1430550
N6600115A0001,407843943.78,1148,1430550
HSTS0307ACIO925,407794314.80,720,1430550
NNG07DA44B,407787094.99,1463,1430550
F3460181G0002,407676000.00,236,1430550
N6247021D0007,407622671.18,604,1430550
HSFEHQ04D0025,407570252.49,361,1430550
V797P5630N,407479000.00,182,1430550
N0002421D4114,407295966.62,463,1430550
TIR950048,406980000.00,565,1430550
HSODT5C0003,406796971.48,140,1430550
140D0424D0001,406608524.40,46,1430550
47QRAA20D0022,406369182.65,663,1430550
SPM2DX10D0028,406366211.14,13086,1430550
W31P4Q05A0020,406246992.59,1199,1430550
DAAA0985G0029,406211000.00,95,1430550
FA860415D7977,406086990.87,525,1430550
DLA60086D0472,406065000.00,2,1430550
N0001921G0005,405903883.14,123,1430550
SPE60221D0487,405743400.11,141,1430550
F3365782C2168,405716000.00,321,1430550
SPM20005D3301,405181500.52,18929,1430550
F3360090D0324,405013965.00,405,1430550
N0017819D7741,405008497.46,273,1430550
TIRNO00D00014,404968396.25,782,1430550
F3365701D2077,404762976.28,455,1430550
GS06F0651Z,404594806.72,515,1430550
70T04018D9CAP1035,404502650.35,32,1430550
FA862115D6257,404494356.95,296,1430550
DTOS5909D00467,404275537.96,1193,1430550
N000257900000,404229000.00,11,1430550
W912HY25D0030,404212213.49,4,1430550
GS35F0478U,403893401.47,331,1430550
N0002480D7158,403892000.00,579,1430550
19AQMM19D0125,403808715.31,73,1430550
N0003911D0032,403668622.12,1921,1430550
15JPSS20D00000035,403668553.22,3349,1430550
697DCK22D00001,403608077.33,1134,1430550
19AQMM23A0218,403527846.81,381,1430550
W52P1J18DA032,403287361.25,272,1430550
W900KK23D0001,403097825.05,19,1430550
FA300220D0015,403004719.20,104,1430550
N0002481C2075,402747000.00,150,1430550
12024B18D9025,401967298.97,867,1430550
GS07F8942D,401822804.69,893,1430550
GS00Q14OADS110,401719102.77,556,1430550
N0002482C2185,401716000.00,42,1430550
W15QKN229P001,401161940.11,32,1430550
FA867219D0001,400237699.01,296,1430550
DAAE0781C5597,399701000.00,150,1430550
SPE2DX22D0029,399601686.36,25586,1430550
NNG15SD38B,399544552.56,4014,1430550
2031JG23D00002,399369857.23,110,1430550
TEP030001,399355556.00,146,1430550
HC102816D0007,399313144.20,215,1430550
DTSA2003D00754,398952718.47,349,1430550
TIRNO13D00001,398769543.88,535,1430550
SP060002D0491,398755137.00,1,1430550
GS00Q14OADS131,398729663.16,451,1430550
N0001915D0019,398675813.48,37,1430550
GS00Q09BGD0011,398659782.88,95,1430550
GS06F0334Z,398638992.62,527,1430550
GS35F3109D,398601709.62,639,1430550
TIRNO11D00007,398472307.75,491,1430550
N6246700D2451,398367678.82,873,1430550
GS30FX0083,397708096.90,10555,1430550
DAAB0798DH502,397536300.26,703,1430550
GS10F0234M,397400647.70,1730,1430550
N6134016D1005,397185770.51,287,1430550
N6817121D0028,397090868.15,8190,1430550
SPE2DB20D1100,396390297.47,59925,1430550
HTC71109D5005,396339746.62,684,1430550
F3370078C0003,395888000.00,83,1430550
HSFEHQ12D0882,395643389.37,467,1430550
GS35F0249J,395400835.29,3087,1430550
26301D0050,395112899.68,278,1430550
F3365786C0123,395102000.00,4,1430550
W56HZV20D0066,394959892.23,190,1430550
HDTRA114D0008,394861844.59,394,1430550
DCA10094D0014,394599040.00,460,1430550
N0001922D0018,394123786.84,5,1430550
GS35F598GA,393968130.24,119,1430550
F3365781C0212,393930000.00,122,1430550
W15P7T08DD248,393405985.99,346,1430550
70RSAT18D00000001,393368075.39,149,1430550
N0002483C2012,393348000.00,69,1430550
W52P1J13G0027,393086329.45,160,1430550
GS30FW0001,393073619.29,10960,1430550
N0017819D8773,392997018.45,700,1430550
F3365778C0645,392814000.00,208,1430550
N0002474C5009,392782000.00,10,1430550
W900KK20D0007,392214032.74,303,1430550
GS00Q14OADU402,392149521.99,600,1430550
NNG15SD81B,392084198.61,1051,1430550
N6817121D6003,392067701.93,1306,1430550
N0018918DQ001,391834728.98,482,1430550
F0560495D9001,391441449.00,629,1430550
